stock_code,product_description,stock_line_type,total_quantity,total_revenue,order_count,customer_count,average_selling_price,active_months,first_sale_date,last_sale_date,quantity_rank,revenue_rank
84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,merchandise,2323,4872.11,346,227,2.1,22,2009-12-01,2011-12-09,1042,828
22688,DOORMAT PEACE ON EARTH BLUE,merchandise,890,4865.26,85,77,5.47,13,2010-06-28,2011-12-08,2012,829
85132C,CHARLIE AND LOLA FIGURES TINS,merchandise,1921,4863.43,191,144,2.53,20,2009-12-01,2011-08-28,1245,830
21700,BIG DOUGHNUT FRIDGE MAGNETS,merchandise,5803,4851.43,325,186,0.84,25,2009-12-01,2011-12-07,449,831
84937,KASHMIR FOLKART TUMBLERS,merchandise,2486,4827.82,83,50,1.94,6,2009-12-03,2010-05-07,983,832
37446,MINI CAKE STAND WITH HANGING CAKES,merchandise,3602,4818.3,311,168,1.34,21,2009-12-01,2011-12-06,718,833
22906,12 MESSAGE CARDS WITH ENVELOPES,merchandise,3017,4810.05,346,274,1.59,16,2010-09-19,2011-12-09,845,834
21056,DOCTOR'S BAG SOFT TOY,merchandise,538,4797.98,179,119,8.92,25,2009-12-03,2011-12-05,2439,835
22610,PENS ASSORTED FUNNY FACE,merchandise,12206,4795.58,223,157,0.39,23,2010-02-25,2011-12-07,180,836
23263,SET OF 3 WOODEN HEART DECORATIONS,merchandise,3717,4791.58,389,269,1.29,7,2011-06-02,2011-12-08,700,837
23162,REGENCY TEA STRAINER,merchandise,1362,4789.24,142,96,3.52,9,2011-04-27,2011-12-05,1557,838
85061W,WHITE JEWELLED HEART DECORATION,merchandise,5930,4775.72,330,201,0.81,25,2009-12-01,2011-12-08,434,839
82599,FANNY'S REST STOPMETAL SIGN,merchandise,2338,4749.9,354,185,2.03,18,2009-12-03,2011-05-08,1033,840
23554,LANDMARK FRAME OXFORD STREET,merchandise,419,4730.65,54,49,11.29,3,2011-10-19,2011-12-08,2628,841
23555,LANDMARK FRAME NOTTING HILL,merchandise,419,4730.65,48,45,11.29,3,2011-10-19,2011-12-08,2629,842
22442,GROW YOUR OWN FLOWERS SET OF 3,merchandise,867,4725.21,164,140,5.45,20,2010-03-23,2011-12-09,2036,843
22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,merchandise,4044,4719.84,255,180,1.17,22,2010-03-26,2011-12-02,654,844
22509,SEWING BOX RETROSPOT DESIGN,merchandise,377,4717.15,172,142,12.51,22,2010-03-10,2011-12-08,2704,845
22434,BALLOON PUMP WITH 10 BALLOONS,merchandise,2553,4716.53,262,203,1.85,21,2010-04-07,2011-12-08,969,846
21577,SAVE THE PLANET COTTON TOTE BAG,merchandise,2236,4707.0,330,241,2.11,25,2009-12-01,2011-12-02,1079,847
23052,RECYCLED ACAPULCO MAT TURQUOISE,merchandise,571,4694.75,221,147,8.22,10,2011-03-04,2011-12-02,2385,848
22128,PARTY CONES CANDY ASSORTED,merchandise,3951,4693.65,186,143,1.19,24,2009-12-01,2011-11-18,662,849
20978,36 PENCILS TUBE SKULLS,merchandise,3820,4692.92,396,253,1.23,25,2009-12-01,2011-12-08,682,850
22896,PEG BAG APPLES DESIGN,merchandise,1974,4690.57,291,187,2.38,16,2010-09-26,2011-12-07,1220,851
84950,ASSORTED COLOUR T-LIGHT HOLDER,merchandise,7446,4688.14,221,156,0.63,25,2009-12-01,2011-12-07,337,852
22200,FRYING PAN PINK RETROSPOT,merchandise,1174,4683.54,230,120,3.99,25,2009-12-02,2011-12-09,1720,853
22115,METAL SIGN EMPIRE TEA,merchandise,2723,4680.83,350,244,1.72,25,2009-12-01,2011-12-08,912,854
22472,TV DINNER TRAY DOLLY GIRL,merchandise,1055,4673.97,203,131,4.43,22,2010-03-10,2011-12-08,1816,855
23295,SET OF 12 MINI LOAF BAKING CASES,merchandise,5957,4670.63,359,250,0.78,6,2011-07-12,2011-12-08,429,856
22412,METAL SIGN NEIGHBOURHOOD WITCH,merchandise,2289,4667.4,308,166,2.04,23,2010-01-29,2011-11-10,1057,857
21407,BROWN CHECK CAT DOORSTOP,merchandise,1140,4657.25,329,231,4.09,23,2009-12-01,2011-11-22,1745,858
21116,OWL DOORSTOP,merchandise,971,4653.69,246,164,4.79,25,2009-12-03,2011-12-05,1911,859
21544,SKULLS  WATER TRANSFER TATTOOS,merchandise,5801,4642.85,366,229,0.8,25,2009-12-01,2011-12-08,450,860
85049G,CHOCOLATE BOX RIBBONS,merchandise,3818,4641.75,459,288,1.22,24,2009-12-01,2011-12-07,683,861
22998,TRAVEL CARD WALLET KEEP CALM,merchandise,11645,4641.32,437,217,0.4,11,2011-02-16,2011-12-09,192,862
23314,VINTAGE CHRISTMAS TABLECLOTH,merchandise,391,4638.52,104,87,11.86,6,2011-07-15,2011-12-08,2678,863
22562,MONSTERS STENCIL CRAFT,merchandise,3964,4633.04,362,251,1.17,22,2010-03-24,2011-12-08,659,864
22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,merchandise,3908,4631.91,214,105,1.19,15,2010-10-17,2011-12-02,668,865
84270,ASSTD DESIGN BUBBLE GUM RING,merchandise,22410,4622.1,385,249,0.21,12,2009-12-01,2010-11-14,59,866
22305,COFFEE MUG PINK PAISLEY DESIGN,merchandise,2254,4621.0,126,87,2.05,25,2009-12-01,2011-12-07,1073,867
21896,POTTING SHED TWINE,merchandise,2298,4620.18,226,187,2.01,24,2009-12-01,2011-11-22,1055,868
23165,LARGE CERAMIC TOP STORAGE JAR,merchandise,2950,4617.9,220,167,1.57,8,2011-05-12,2011-12-09,857,869
21363,HOME SMALL WOOD LETTERS,merchandise,932,4613.4,331,224,4.95,21,2010-01-05,2011-09-25,1958,870
22691,DOORMAT WELCOME SUNRISE,merchandise,719,4610.21,182,124,6.41,18,2010-06-28,2011-12-08,2207,871
23558,LANDMARK FRAME LONDON BRIDGE,merchandise,410,4604.2,47,43,11.23,3,2011-10-19,2011-12-08,2646,872
23234,BISCUIT TIN VINTAGE CHRISTMAS,merchandise,1632,4567.38,232,201,2.8,7,2011-06-14,2011-12-08,1403,873
23159,SET OF 5 PANCAKE DAY MAGNETS,merchandise,2255,4562.73,195,121,2.02,9,2011-03-25,2011-11-28,1072,874
22604,SET OF 4 NAPKIN CHARMS CUTLERY,merchandise,1942,4558.51,221,162,2.35,18,2010-07-25,2011-12-08,1234,875
22304,COFFEE MUG BLUE PAISLEY DESIGN,merchandise,2370,4557.11,142,98,1.92,24,2009-12-01,2011-12-08,1025,876
22222,CAKE PLATE LOVEBIRD WHITE,merchandise,1228,4557.0,297,203,3.71,25,2009-12-01,2011-12-06,1669,877
23286,BLUE VINTAGE SPOT BEAKER,merchandise,4901,4528.29,164,125,0.92,7,2011-06-12,2011-12-07,541,878
22571,ROCKING HORSE RED CHRISTMAS,merchandise,5521,4518.13,379,294,0.82,14,2010-07-25,2011-12-08,473,879
21713,CITRONELLA CANDLE FLOWERPOT,merchandise,2577,4497.45,325,232,1.75,24,2009-12-14,2011-12-06,963,880
23569,TRADTIONAL ALPHABET STAMP SET,merchandise,926,4497.3,174,152,4.86,3,2011-10-21,2011-12-08,1970,881
21071,VINTAGE BILLBOARD DRINK ME MUG,merchandise,4150,4492.71,314,163,1.08,23,2009-12-01,2011-10-20,641,882
22241,GARLAND WOODEN HAPPY EASTER,merchandise,3808,4485.56,335,242,1.18,22,2009-12-01,2011-11-23,685,883
22276,WASH BAG VINTAGE ROSE PAISLEY,merchandise,1824,4484.7,303,213,2.46,25,2009-12-01,2011-12-08,1291,884
21986,PACK OF 12 PINK SPOT TISSUES,merchandise,13146,4481.62,376,275,0.34,25,2009-12-01,2011-12-08,150,885
22593,CHRISTMAS GINGHAM STAR,merchandise,5366,4481.54,311,247,0.84,14,2010-07-16,2011-12-08,495,886
47568,ENGLISH ROSE DESIGN PEG BAG,merchandise,2262,4478.78,320,179,1.98,9,2009-12-01,2010-08-22,1068,887
22583,PACK OF 6 HANDBAG GIFT BOXES,merchandise,1773,4478.55,284,250,2.53,22,2010-03-10,2011-12-06,1322,888
85063,CREAM SWEETHEART MAGAZINE RACK,merchandise,275,4455.25,150,104,16.2,12,2009-12-01,2010-11-18,2968,889
21614,SET OF 12 ROSE BOTANICAL T-LIGHTS,merchandise,1607,4452.65,178,123,2.77,14,2009-12-02,2011-05-31,1420,890
85184D,S/4 BLUE ROUND DECOUPAGE BOXES,merchandise,8294,4445.14,52,48,0.54,10,2009-12-04,2010-09-27,289,891
23010,CIRCUS PARADE BABY GIFT SET,merchandise,285,4444.75,89,73,15.6,10,2011-03-10,2011-12-04,2940,892
48197,DOORMAT BIRD ON THE WIRE,merchandise,785,4437.95,137,81,5.65,8,2009-12-01,2010-07-28,2129,893
22027,TEA PARTY BIRTHDAY CARD,merchandise,10892,4430.93,636,335,0.41,25,2009-12-01,2011-12-08,205,894
21718,RED METAL BEACH SPADE,merchandise,3703,4427.57,308,223,1.2,25,2009-12-16,2011-12-08,704,895
20977,36 PENCILS TUBE WOODLAND,merchandise,3563,4426.39,357,242,1.24,23,2009-12-01,2011-10-17,723,896
21313,GLASS HEART T-LIGHT HOLDER,merchandise,5944,4421.44,258,173,0.74,25,2009-12-01,2011-12-09,433,897
22203,MILK PAN RED RETROSPOT,merchandise,1236,4420.39,270,166,3.58,25,2009-12-01,2011-12-08,1662,898
22075,6 RIBBONS ELEGANT CHRISTMAS,merchandise,3063,4420.37,256,201,1.44,21,2009-12-01,2011-12-09,831,899
22672,FRENCH BATHROOM SIGN BLUE METAL,merchandise,2738,4407.42,298,227,1.61,17,2010-08-17,2011-12-08,909,900
22218,CAKE STAND LACE WHITE,merchandise,1113,4406.75,183,143,3.96,13,2009-12-01,2010-12-15,1766,901
84467,ENGLISH ROSE DESIGN QUILTED THROW,merchandise,306,4391.1,45,40,14.35,7,2009-12-06,2010-07-26,2883,902
23285,PINK VINTAGE SPOT BEAKER,merchandise,4679,4384.83,132,108,0.94,7,2011-06-12,2011-12-02,569,903
15044B,BLUE PAPER PARASOL,merchandise,1626,4382.3,148,97,2.7,20,2009-12-01,2011-09-28,1406,904
22318,FIVE HEART HANGING DECORATION,merchandise,1495,4381.45,286,204,2.93,25,2009-12-04,2011-12-02,1482,905
23176,ABC TREASURE BOOK BOX,merchandise,2088,4373.26,186,159,2.09,10,2011-03-02,2011-12-08,1163,906
82581,TOILET METAL SIGN,merchandise,8184,4370.42,728,371,0.53,25,2009-12-01,2011-12-09,296,907
22732,3D VINTAGE CHRISTMAS STICKERS,merchandise,3541,4356.09,243,195,1.23,10,2010-09-15,2011-12-07,727,908
22801,ANTIQUE GLASS PEDESTAL BOWL,merchandise,1192,4355.85,226,173,3.65,15,2010-10-22,2011-12-08,1705,909
22110,BIRD HOUSE HOT WATER BOTTLE,merchandise,1914,4355.51,323,217,2.28,23,2009-12-01,2011-12-08,1249,910
21471,STRAWBERRY RAFFIA FOOD COVER,merchandise,1233,4354.95,229,165,3.53,24,2009-12-01,2011-11-23,1664,911
84968A,SET OF 16 VINTAGE ROSE CUTLERY,merchandise,355,4353.45,116,66,12.26,25,2009-12-11,2011-12-04,2753,912
23526,WALL ART DOG LICENCE,merchandise,882,4346.82,91,79,4.93,3,2011-10-03,2011-12-08,2020,913
21706,FOLDING UMBRELLA RED/WHITE POLKADOT,merchandise,1212,4344.43,184,134,3.58,25,2009-12-01,2011-12-06,1685,914
23198,PANTRY MAGNETIC  SHOPPING LIST,merchandise,3063,4341.19,374,259,1.42,7,2011-06-22,2011-12-09,832,915
84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,merchandise,360,4330.8,97,64,12.03,24,2009-12-01,2011-11-23,2731,916
22374,AIRLINE BAG VINTAGE JET SET RED,merchandise,905,4320.09,341,226,4.77,23,2010-02-14,2011-12-06,1989,917
21967,PACK OF 12 SKULL TISSUES,merchandise,15683,4314.15,371,250,0.28,24,2009-12-01,2011-12-08,114,918
21506,"FANCY FONT BIRTHDAY CARD,",merchandise,10742,4311.48,544,310,0.4,25,2009-12-03,2011-12-09,208,919
21578,WOODLAND DESIGN  COTTON TOTE BAG,merchandise,1917,4295.25,276,184,2.24,24,2009-12-01,2011-11-06,1248,920
23275,SET OF 3 HANGING OWLS OLLIE BEAK,merchandise,3613,4291.17,270,171,1.19,7,2011-06-02,2011-12-09,716,921
22892,SET OF SALT AND PEPPER TOADSTOOLS,merchandise,3513,4281.81,274,162,1.22,14,2010-10-15,2011-11-22,737,922
22908,PACK OF 20 NAPKINS RED APPLES,merchandise,5471,4281.29,410,266,0.78,16,2010-09-20,2011-12-09,478,923
21564,PINK  HEART SHAPE LOVE BUCKET,merchandise,1911,4278.77,254,134,2.24,25,2009-12-03,2011-12-09,1252,924
22071,SMALL WHITE RETROSPOT MUG IN BOX,merchandise,1519,4276.95,236,200,2.82,24,2009-12-01,2011-12-08,1470,925
21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,merchandise,5387,4276.57,290,225,0.79,22,2010-03-25,2011-12-08,492,926
21249,WOODLAND  HEIGHT CHART STICKERS,merchandise,1571,4268.45,189,156,2.72,25,2009-12-02,2011-12-06,1442,927
23288,GREEN VINTAGE SPOT BEAKER,merchandise,4505,4261.89,134,107,0.95,7,2011-06-12,2011-12-05,594,928
21591,COSY HOUR CIGAR BOX MATCHES,merchandise,3431,4256.83,356,264,1.24,24,2009-12-01,2011-12-09,749,929
21916,SET 12 RETRO WHITE CHALK STICKS,merchandise,10519,4254.82,537,304,0.4,25,2009-12-01,2011-12-09,214,930
15044D,RED PAPER PARASOL,merchandise,1544,4252.84,188,105,2.75,24,2009-12-01,2011-12-05,1454,931
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,merchandise,1185,4247.39,270,180,3.58,25,2009-12-01,2011-12-06,1713,932
22361,GLASS JAR DAISY FRESH COTTON WOOL,merchandise,1536,4245.6,264,189,2.76,22,2010-03-16,2011-12-08,1460,933
23503,PLAYING CARDS KEEP CALM & CARRY ON,merchandise,3432,4242.96,327,284,1.24,4,2011-09-22,2011-12-09,748,934
23530,"WALL ART,ONLY ONE PERSON",merchandise,1037,4241.25,74,60,4.09,3,2011-10-03,2011-12-09,1835,935
22653,BUTTON BOX,merchandise,2240,4240.26,231,156,1.89,18,2010-07-19,2011-12-07,1078,936
22611,VINTAGE UNION JACK SHOPPING BAG,merchandise,896,4227.6,185,135,4.72,18,2010-03-28,2011-11-25,2003,937
20747,PICCADILLY TEA SET,merchandise,309,4212.55,70,48,13.63,6,2009-12-01,2010-05-16,2874,938
23237,SET OF 4 KNICK KNACK TINS LEAVES,merchandise,1043,4208.05,169,131,4.03,7,2011-06-08,2011-12-09,1827,939
22299,PIG KEYRING WITH LIGHT & SOUND,merchandise,3843,4207.69,128,103,1.09,23,2009-12-03,2011-12-09,675,940
15060B,FAIRY CAKE DESIGN UMBRELLA,merchandise,1155,4205.67,274,174,3.64,24,2009-12-03,2011-11-18,1733,941
22574,HEART WOODEN CHRISTMAS DECORATION,merchandise,4948,4205.02,309,253,0.85,13,2010-07-18,2011-12-08,533,942
22926,IVORY GIANT GARDEN THERMOMETER,merchandise,724,4199.8,201,152,5.8,7,2010-11-21,2011-05-10,2197,943
22451,SILK PURSE RUSSIAN DOLL RED,merchandise,1288,4199.6,197,134,3.26,15,2010-03-17,2011-05-13,1621,944
23494,VINTAGE DOILY DELUXE SEWING KIT,merchandise,722,4194.9,176,145,5.81,4,2011-09-25,2011-12-08,2201,945
20681,PINK SPOTTY CHILDS UMBRELLA,merchandise,1320,4191.0,274,184,3.17,16,2009-12-01,2011-03-10,1589,946
23389,SPACEBOY MINI RUCKSACK,merchandise,1043,4188.45,205,159,4.02,4,2011-09-11,2011-12-09,1828,947
22291,"SPRING DEC , HANGING CHICK CREAM",merchandise,3090,4185.3,209,141,1.35,23,2009-12-03,2011-11-25,826,948
23167,SMALL CERAMIC TOP STORAGE JAR,merchandise,5666,4184.18,177,129,0.74,8,2011-05-11,2011-12-09,460,949
21537,RETRO SPOTS PUDDING BOWL,merchandise,1007,4178.75,226,174,4.15,25,2009-12-01,2011-12-07,1869,950
22733,3D TRADITIONAL CHRISTMAS STICKERS,merchandise,3349,4171.29,253,216,1.25,10,2010-09-17,2011-12-07,771,951
21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,merchandise,1500,4165.8,207,142,2.78,21,2009-12-02,2011-08-30,1479,952
21068,VINTAGE BILLBOARD LOVE/HATE MUG,merchandise,4225,4162.95,257,149,0.99,25,2009-12-01,2011-12-08,627,953
21899,"KEY FOB , GARAGE DESIGN",merchandise,6616,4156.58,523,313,0.63,25,2009-12-03,2011-12-08,379,954
85184C,SET 4 VALENTINE DECOUPAGE HEART BOX,merchandise,2111,4155.43,255,186,1.97,25,2009-12-01,2011-12-05,1148,955
22476,EMPIRE UNION JACK TV DINNER TRAY,merchandise,1232,4133.92,188,145,3.36,22,2010-03-07,2011-12-09,1666,956
21590,KINGS CHOICE CIGAR BOX MATCHES,merchandise,3438,4128.78,280,203,1.2,12,2009-12-01,2010-11-10,746,957
22601,CHRISTMAS RETROSPOT ANGEL WOOD,merchandise,5050,4124.02,330,257,0.82,12,2010-07-18,2011-12-07,526,958
79341,WILLOW BRANCH LIGHTS.,merchandise,703,4121.25,63,49,5.86,5,2009-12-01,2010-04-20,2231,959
22426,ENAMEL WASH BOWL CREAM,merchandise,1194,4118.3,273,182,3.45,20,2010-05-16,2011-12-07,1704,960
23404,HOME SWEET HOME BLACKBOARD,merchandise,969,4108.58,136,104,4.24,4,2011-09-05,2011-12-09,1914,961
23205,CHARLOTTE BAG VINTAGE ALPHABET,merchandise,5150,4105.02,345,201,0.8,9,2011-04-11,2011-12-09,514,962
16161U,"WRAP,SUKI AND FRIENDS",merchandise,10051,4095.42,317,203,0.41,25,2009-12-01,2011-12-02,226,963
10135,COLOURING PENCILS BROWN TUBE,merchandise,3918,4086.89,249,178,1.04,25,2009-12-01,2011-12-07,666,964
21534,DAIRY MAID LARGE MILK JUG,merchandise,854,4086.6,295,199,4.79,25,2009-12-01,2011-12-07,2053,965
20967,GREY FLORAL FELTCRAFT SHOULDER BAG,merchandise,1105,4078.59,272,187,3.69,18,2009-12-01,2011-05-16,1772,966
23397,FOOT STOOL HOME SWEET HOME,merchandise,434,4069.9,176,139,9.38,3,2011-09-04,2011-11-25,2597,967
21355,TOAST ITS - I LOVE YOU,merchandise,3405,4064.65,278,213,1.19,24,2009-12-01,2011-12-09,761,968
22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,merchandise,832,4062.4,239,164,4.88,24,2009-12-02,2011-12-07,2073,969
23241,TREASURE TIN GYMKHANA DESIGN,merchandise,2005,4060.0,284,183,2.02,7,2011-06-08,2011-12-08,1201,970
21143,ANTIQUE GLASS HEART DECORATION,merchandise,2125,4057.35,152,128,1.91,15,2009-12-01,2011-08-22,1140,971
21811,HANGING HEART WITH BELL,merchandise,5854,4056.72,270,199,0.69,23,2009-12-01,2011-11-23,444,972
22760,"TRAY, BREAKFAST IN BED",merchandise,338,4053.9,103,82,11.99,12,2010-10-10,2011-09-05,2789,973
21474,SWEETHEART CREAM STEEL FOLDIN BENCH,merchandise,203,4049.85,92,69,19.95,9,2010-01-21,2010-09-12,3187,974
22285,HANGING HEN ON NEST DECORATION,merchandise,2643,4048.35,212,165,1.53,25,2009-12-06,2011-12-05,935,975
22449,SILK PURSE RUSSIAN DOLL PINK,merchandise,1221,4037.28,234,155,3.31,21,2010-03-17,2011-11-24,1678,976
22127,PARTY CONES CARNIVAL ASSORTED,merchandise,3469,4028.45,146,128,1.16,16,2009-12-01,2011-03-23,743,977
84968D,SET OF 16 VINTAGE RED CUTLERY,merchandise,343,4008.87,59,45,11.69,22,2009-12-08,2011-12-07,2781,978
20961,STRAWBERRY BATH SPONGE,merchandise,3263,4006.91,314,177,1.23,25,2009-12-01,2011-12-08,790,979
22454,MEASURING TAPE RUSSIAN DOLL RED,merchandise,1451,4006.85,163,115,2.76,19,2010-03-21,2011-11-16,1506,980
72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,merchandise,983,4003.51,162,112,4.07,24,2009-12-01,2011-11-23,1894,981
72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,merchandise,1507,3986.13,189,119,2.65,24,2009-12-01,2011-11-03,1477,982
22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,merchandise,1076,3983.38,189,149,3.7,15,2010-10-22,2011-12-08,1795,983
22474,"TRAY FOR TV DINNER ,SPACEBOY",merchandise,902,3967.74,189,144,4.4,20,2010-03-08,2011-12-08,1994,984
22959,"WRAPPING PAPER, XMAS VILLAGE",merchandise,9688,3960.96,281,251,0.41,9,2010-09-06,2011-12-08,237,985
22736,"RIBBON REEL, MAKING SNOWMEN",merchandise,2410,3959.66,298,232,1.64,12,2010-09-16,2011-12-09,1014,986
20982,12 PENCILS TALL TUBE SKULLS,merchandise,4665,3954.33,487,316,0.85,25,2009-12-01,2011-12-09,571,987
23163,REGENCY SUGAR TONGS,merchandise,1714,3949.7,134,95,2.3,9,2011-04-27,2011-12-08,1357,988
22053,EMPIRE DESIGN ROSETTE,merchandise,4518,3948.92,66,61,0.87,22,2009-12-03,2011-11-08,592,989
21245,GREEN POLKADOT PLATE,merchandise,2444,3947.64,254,146,1.62,25,2009-12-01,2011-12-07,998,990
22851,SET 20 NAPKINS FAIRY CAKES DESIGN,merchandise,5007,3944.61,451,306,0.79,17,2010-08-19,2011-12-07,530,991
22721,SET OF 3 CAKE TINS SKETCHBOOK,merchandise,908,3942.82,246,183,4.34,13,2010-12-14,2011-12-09,1985,992
79320,FLAMINGO LIGHTS,merchandise,862,3940.7,122,67,4.57,10,2009-12-02,2010-09-10,2043,993
22530,MAGIC SLATE DOLLY GIRL,merchandise,9820,3935.76,375,285,0.4,22,2010-03-28,2011-12-08,234,994
22548,HEADS AND TAILS SPORTING FUN,merchandise,3364,3934.35,375,293,1.17,21,2010-03-25,2011-11-13,767,995
21707,FOLDING UMBRELLA BLACKBLUE POLKADOT,merchandise,952,3933.62,132,107,4.13,24,2009-12-01,2011-12-06,1931,996
23129,HEART SHAPED HOLLY WREATH,merchandise,942,3933.18,165,138,4.18,8,2011-05-18,2011-12-05,1944,997
20963,APPLE BATH SPONGE,merchandise,3199,3930.54,293,168,1.23,24,2009-12-02,2011-12-08,805,998
85132A,CHARLIE + LOLA BISCUITS TINS,merchandise,1186,3926.5,147,98,3.31,17,2009-12-01,2011-05-24,1712,999
22536,MAGIC SLATE FIDO,merchandise,10083,3921.66,327,243,0.39,22,2010-03-28,2011-12-08,224,1000
22425,ENAMEL COLLANDER CREAM,merchandise,815,3918.86,261,195,4.81,20,2010-05-16,2011-12-07,2094,1001
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,merchandise,2721,3918.69,264,141,1.44,25,2009-12-01,2011-12-02,914,1002
21901,"KEY FOB , BACK DOOR",merchandise,6125,3905.57,575,315,0.64,25,2009-12-01,2011-12-08,415,1003
22612,TEA COSY VINTAGE UNION JACK,merchandise,988,3885.93,96,83,3.93,7,2010-03-28,2010-09-28,1892,1004
22790,"MIRROR, ARCHED GEORGIAN",merchandise,200,3884.0,1,1,19.42,1,2010-10-14,2010-10-14,3197,1005
46000M,POLYESTER FILLER PAD 45x45cm,merchandise,2505,3882.75,342,205,1.55,25,2009-12-01,2011-12-07,979,1006
23144,ZINC T-LIGHT HOLDER STARS SMALL,merchandise,4894,3879.98,237,180,0.79,9,2011-04-21,2011-12-08,544,1007
23340,VINTAGE CHRISTMAS CAKE FRILL,merchandise,2453,3879.45,122,112,1.58,6,2011-07-31,2011-12-08,994,1008
23486,ANTIQUE HEART SHELF UNIT,merchandise,267,3879.15,68,64,14.53,3,2011-10-20,2011-12-08,2986,1009
22573,STAR WOODEN CHRISTMAS DECORATION,merchandise,4661,3874.49,290,235,0.83,13,2010-07-18,2011-12-09,573,1010
22747,POPPY'S PLAYHOUSE BATHROOM,merchandise,1908,3868.8,327,241,2.03,16,2010-09-24,2011-12-09,1254,1011
23557,LANDMARK FRAME BAKER STREET,merchandise,347,3867.85,29,25,11.15,3,2011-10-19,2011-12-08,2771,1012
21987,PACK OF 6 SKULL PAPER CUPS,merchandise,6337,3859.85,347,209,0.61,25,2009-12-01,2011-12-06,396,1013
23255,CHILDRENS CUTLERY CIRCUS PARADE,merchandise,962,3852.44,143,116,4.0,9,2011-04-10,2011-12-09,1922,1014
22600,CHRISTMAS RETROSPOT STAR WOOD,merchandise,4662,3851.16,345,278,0.83,12,2010-07-16,2011-12-08,572,1015
84279P,CHERRY BLOSSOM  DECORATIVE FLASK,merchandise,1061,3846.27,241,169,3.63,25,2009-12-06,2011-12-01,1808,1016
22167,"WALL MIRROR , DIAMANTE OVAL SHAPE",merchandise,527,3840.85,166,92,7.29,24,2009-12-01,2011-12-08,2456,1017
21743,STAR PORTABLE TABLE LIGHT,merchandise,1380,3840.6,139,117,2.78,19,2009-12-01,2011-09-13,1547,1018
21153,RED SPOTTY TABLECLOTH,merchandise,370,3832.5,123,91,10.36,9,2009-12-03,2010-08-25,2720,1019
22639,SET OF 4 NAPKIN CHARMS HEARTS,merchandise,1618,3827.22,248,192,2.37,18,2010-07-18,2011-12-07,1410,1020
71038,WHITE HANGING BEADS CANDLE HOLDER,merchandise,723,3821.95,144,85,5.29,23,2009-12-02,2011-11-28,2199,1021
23306,SET OF 36 PANTRY PAPER DOILIES,merchandise,2692,3819.94,209,182,1.42,7,2011-06-05,2011-12-04,924,1022
22797,CHEST OF DRAWERS GINGHAM HEART,merchandise,228,3812.94,125,98,16.72,15,2010-10-17,2011-12-07,3113,1023
22594,CHRISTMAS GINGHAM TREE,merchandise,4527,3808.17,290,232,0.84,14,2010-07-18,2011-12-08,590,1024
51014A,"FEATHER PEN,HOT PINK",merchandise,6072,3808.16,247,161,0.63,25,2009-12-04,2011-12-08,422,1025
21679,SKULLS  STICKERS,merchandise,4747,3804.07,268,181,0.8,25,2009-12-02,2011-12-07,562,1026
72802A,ROSE SCENT CANDLE IN JEWELLED BOX,merchandise,927,3804.03,169,112,4.1,25,2009-12-02,2011-12-01,1969,1027
72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,merchandise,1944,3797.04,237,123,1.95,25,2009-12-01,2011-12-08,1232,1028
22359,"GLASS JAR, KINGS CHOICE SOAP",merchandise,1235,3779.37,155,117,3.06,22,2010-03-16,2011-12-06,1663,1029
20674,GREEN SPOTTY BOWL,merchandise,3118,3775.59,360,196,1.21,25,2009-12-02,2011-12-08,820,1030
21034,REX CASH+CARRY JUMBO SHOPPER,merchandise,3962,3763.9,1857,800,0.95,25,2009-12-01,2011-12-08,660,1031
23012,GLASS APOTHECARY BOTTLE PERFUME,merchandise,1014,3763.64,198,151,3.71,7,2011-06-14,2011-12-08,1859,1032
23050,RECYCLED ACAPULCO MAT GREEN,merchandise,459,3763.55,176,116,8.2,10,2011-03-04,2011-12-05,2540,1033
22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,merchandise,3082,3756.31,183,98,1.22,15,2010-10-17,2011-12-08,829,1034
22272,FELTCRAFT DOLL MARIA,merchandise,1366,3752.76,276,207,2.75,18,2009-12-01,2011-05-22,1552,1035
23193,BUFFALO BILL TREASURE BOOK BOX,merchandise,1847,3750.57,137,109,2.03,10,2011-03-02,2011-12-09,1277,1036
23184,BULL DOG BOTTLE OPENER,merchandise,778,3749.5,197,129,4.82,10,2011-03-06,2011-12-09,2135,1037
23130,MISTLETOE HEART WREATH GREEN,merchandise,918,3748.42,167,139,4.08,8,2011-05-01,2011-12-04,1977,1038
21494,ROTATING LEAVES T-LIGHT HOLDER,merchandise,2883,3742.78,241,147,1.3,25,2009-12-02,2011-12-08,872,1039
